TEST_BATTERY_ID,TEST_BATTERY_QUERY_FEATURE,TEST_BATTERY_QUERY_VALUE,1_Most_Similar_Battery_ID,1_Most_Similar_Battery_ID_SCORE,2_Most_Similar_Battery_ID,2_Most_Similar_Battery_ID_SCORE,3_Most_Similar_Battery_ID,3_Most_Similar_Battery_ID_SCORE,4_Most_Similar_Battery_ID,4_Most_Similar_Battery_ID_SCORE,5_Most_Similar_Battery_ID,5_Most_Similar_Battery_ID_SCORE,6_Most_Similar_Battery_ID,6_Most_Similar_Battery_ID_SCORE,7_Most_Similar_Battery_ID,7_Most_Similar_Battery_ID_SCORE,8_Most_Similar_Battery_ID,8_Most_Similar_Battery_ID_SCORE,9_Most_Similar_Battery_ID,9_Most_Similar_Battery_ID_SCORE,10_Most_Similar_Battery_ID,10_Most_Similar_Battery_ID_SCORE
b3c8,mean_grad_last_500_cycles,-0.0003520100116729736,b1c24,1.0169744491577088e-06,b1c5,3.925204277038536e-06,b1c15,9.152650833129912e-06,b1c11,9.697079658508277e-06,b1c17,1.7972111701965382e-05,b1c28,2.12479829788208e-05,b1c3,2.365899085998534e-05,b1c40,2.5247812271118203e-05,b1c34,2.991914749145508e-05,b1c32,3.255343437194829e-05
b3c8,slope_last_600_cycles,-0.00030222644408543905,b1c24,2.5738279024759762e-06,b1c5,2.870957056681333e-06,b1c15,4.609525203704836e-06,b1c11,8.65985949834191e-06,b1c17,1.1376043160756443e-05,b1c3,1.591930786768597e-05,b1c28,1.8543601036071758e-05,b1c40,2.2757550080617272e-05,b1c38,2.331594626108803e-05,b1c34,2.39589810371399e-05
b3c8,mean_grad_last_600_cycles,-0.0003022618095080058,b1c24,2.5730331738789717e-06,b1c5,2.878308296203611e-06,b1c15,4.622936248779321e-06,b1c11,8.631050586700457e-06,b1c17,1.1340181032816542e-05,b1c3,1.587102810541788e-05,b1c28,1.8742382526397688e-05,b1c38,2.3304422696431492e-05,b1c34,2.394308646519981e-05,b1c40,2.425968647003175e-05
b3c8,slope_last_700_cycles,-0.000264659013066973,b1c15,1.4328105109078426e-06,b1c24,4.282593727111838e-06,b1c5,4.972730364118311e-06,b1c11,8.156725338527137e-06,b1c3,8.406894547598675e-06,b1c17,9.801472936357756e-06,b1c28,1.6565152576991475e-05,b1c40,1.853576728275846e-05,b1c36,1.8864444323948458e-05,b1c34,1.8948572022574296e-05
b3c8,mean_grad_last_700_cycles,-0.00026472253458840507,b1c15,1.60455703735352e-06,b1c24,4.462344305855906e-06,b1c5,4.8711470195225205e-06,b1c11,8.183291980198468e-06,b1c3,8.334176880972737e-06,b1c17,9.775076593671517e-06,b1c28,1.6496947833469927e-05,b1c36,1.8680265971592492e-05,b1c34,1.886299678257534e-05,b1c40,1.9618443080357127e-05
b3c8,slope_last_800_cycles,-0.0002344394475221634,b1c3,5.691275000572197e-06,b1c5,6.239265203475939e-06,b1c24,7.236376404762268e-06,b1c17,8.739307522773751e-06,b1c28,1.5904903411865243e-05,b1c26,2.7212202548980717e-05,b1c7,3.605231642723084e-05,b1c1,5.030721426010131e-05,b1c11,nan,b1c15,nan
b3c8,mean_grad_last_800_cycles,-0.00023437030613422395,b1c3,5.570799112319952e-06,b1c5,6.368979811668382e-06,b1c24,7.384642958641036e-06,b1c17,8.843988180160499e-06,b1c28,1.5964657068252548e-05,b1c26,2.7881413698196413e-05,b1c7,3.6980137228965755e-05,b1c1,5.027189850807191e-05,b1c11,nan,b1c15,nan
b3c8,slope_last_900_cycles,nan,b1c1,nan,b1c3,nan,b1c5,nan,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,nan
b3c8,mean_grad_last_900_cycles,nan,b1c1,nan,b1c3,nan,b1c5,nan,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,nan
b3c8,slope_last_1000_cycles,nan,b1c1,nan,b1c3,nan,b1c5,nan,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,nan
b3c8,mean_grad_last_1000_cycles,nan,b1c1,nan,b1c3,nan,b1c5,nan,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,nan
b3c8,cycle,829,b1c27,14,b1c25,26,b1c17,29,b1c28,32,b1c16,32,b1c7,40,b1c11,40,b1c26,40,b1c19,42,b1c31,46
b3c9,slope_last_10_cycles,-0.0007103025913238525,b1c11,4.3392181396485026e-06,b1c36,4.976987838745117e-06,b1c42,7.367134094238303e-06,b1c32,7.945299148559527e-06,b1c25,2.7471780776977517e-05,b1c23,3.533959388732908e-05,b1c15,3.74913215637207e-05,b1c17,4.913806915283201e-05,b1c29,7.301568984985352e-05,b1c14,7.405877113342285e-05
b3c9,mean_grad_last_10_cycles,-0.0007658421993255616,b1c11,8.8095664978028e-06,b1c42,8.893013000488325e-06,b1c15,1.746118068695062e-05,b1c25,1.9818544387817383e-05,b1c36,2.712309360504157e-05,b1c30,3.1080842018127376e-05,b1c32,3.398656845092778e-05,b1c23,3.619492053985596e-05,b1c17,6.0531497001648014e-05,b1c14,8.226633071899418e-05
b3c9,slope_last_50_cycles,-0.000980532169342041,b1c36,7.16567039489753e-06,b1c26,8.777379989624145e-06,b1c5,9.386539459228706e-06,b1c33,2.1864175796508772e-05,b1c15,2.2265911102295e-05,b1c7,2.986907958984369e-05,b1c32,3.856778144836412e-05,b1c9,4.0607452392578056e-05,b1c44,4.1095018386840985e-05,b1c27,4.659414291381843e-05
b3c9,mean_grad_last_50_cycles,-0.0009899723529815674,b1c26,9.014606475830174e-06,b1c5,9.18447971343995e-06,b1c36,9.834766387939453e-06,b1c7,1.7925500869750964e-05,b1c15,2.4022459983825614e-05,b1c33,2.737224102020261e-05,b1c9,3.095269203186031e-05,b1c32,3.9192438125610295e-05,b1c27,4.3048262596130345e-05,b1c44,5.133926868438731e-05
b3c9,slope_last_100_cycles,-0.0009447312355041503,b1c31,2.723336219787628e-06,b1c27,5.509257316589264e-06,b1c32,7.701516151428279e-06,b1c5,1.633584499359129e-05,b1c7,1.8383264541625872e-05,b1c42,2.674460411071771e-05,b1c26,3.391683101654046e-05,b1c36,4.6811103820800816e-05,b1c16,5.049288272857672e-05,b1c33,5.324244499206555e-05
b3c9,mean_grad_last_100_cycles,-0.0009485119581222534,b1c27,6.169378757476759e-06,b1c31,8.199512958526642e-06,b1c32,8.817017078399723e-06,b1c7,1.2290477752685482e-05,b1c5,1.50716304779052e-05,b1c42,2.4895966053009003e-05,b1c26,3.201365470886222e-05,b1c36,4.245966672897336e-05,b1c18,5.440056324005141e-05,b1c33,5.672603845596324e-05
b3c9,slope_last_200_cycles,-0.0007003721594810486,b1c28,1.8417835235595486e-06,b1c14,4.418492317199659e-06,b1c21,1.5542209148406935e-05,b1c11,1.5826523303985574e-05,b1c25,1.9240975379943817e-05,b1c29,2.402722835540775e-05,b1c5,2.4118423461914028e-05,b1c18,2.586662769317623e-05,b1c17,3.041893243789669e-05,b2c6,3.268510103225707e-05
b3c9,mean_grad_last_200_cycles,-0.0007009431719779968,b1c28,2.896189689636239e-06,b1c14,4.7054886817931955e-06,b1c11,1.604348421096807e-05,b1c25,1.8858313560485805e-05,b1c21,2.1535307168960558e-05,b1c29,2.2267103195190425e-05,b1c5,2.3391842842102094e-05,b1c18,2.6388764381408665e-05,b1c26,3.0094981193542472e-05,b1c17,3.103226423263551e-05
b3c9,slope_last_300_cycles,-0.0005312238136927287,b1c40,6.41942024230983e-07,b1c9,3.5363435745239214e-06,b1c23,4.125436147054025e-06,b1c11,6.437102953593004e-06,b1c29,1.0070800781249948e-05,b1c14,1.565376917521161e-05,b1c25,1.7054875691731764e-05,b1c5,1.9557873407999695e-05,b1c41,1.9760926564534476e-05,b1c28,2.18689441680908e-05
b3c9,mean_grad_last_300_cycles,-0.000531464417775472,b1c40,3.3221642176309686e-06,b1c23,4.451870918273956e-06,b1c9,5.0681829452513955e-06,b1c11,5.677342414855957e-06,b1c29,9.488662083943647e-06,b1c14,1.590788364410397e-05,b1c25,1.7048319180806436e-05,b1c5,1.934349536895756e-05,b1c41,2.010186513264978e-05,b1c28,2.2047360738118495e-05
b3c9,slope_last_400_cycles,-0.00042481616139411927,b1c20,4.694461822509779e-06,b1c41,5.5661797523498665e-06,b1c23,7.168948650360086e-06,b1c24,8.123368024826071e-06,b1c11,9.488016366958612e-06,b1c15,1.1003166437149046e-05,b1c29,1.3263523578643777e-05,b1c9,1.3421028852462743e-05,b1c5,1.3875067234039298e-05,b1c14,1.4076530933380125e-05
b3c9,mean_grad_last_400_cycles,-0.00042484015226364137,b1c20,4.963874816894516e-06,b1c41,5.481392145156893e-06,b1c23,6.887614727020227e-06,b1c24,8.165985345840484e-06,b1c11,8.696317672729525e-06,b1c15,1.113533973693846e-05,b1c5,1.3547986745834385e-05,b1c14,1.4542490243911748e-05,b1c29,1.4651268720626825e-05,b1c9,1.5016198158264123e-05
b3c9,slope_last_500_cycles,-0.00035345709323883056,b1c24,2.741217613220202e-06,b1c5,5.440235137939449e-06,b1c15,7.694125175476089e-06,b1c11,1.12065076828003e-05,b1c17,1.6424059867858898e-05,b1c28,1.9684791564941425e-05,b1c40,2.244675159454346e-05,b1c3,2.5376200675964367e-05,b1c34,2.8394818305969263e-05,b1c32,3.109729290008548e-05
b3c9,mean_grad_last_500_cycles,-0.00035348927974700927,b1c24,2.496242523193366e-06,b1c5,5.404472351074193e-06,b1c15,7.673382759094255e-06,b1c11,1.1176347732543934e-05,b1c17,1.6492843627929725e-05,b1c28,1.9768714904785142e-05,b1c40,2.3768544197082546e-05,b1c3,2.5138258934020996e-05,b1c34,2.8439879417419423e-05,b1c32,3.1074166297912636e-05
b3c9,slope_last_600_cycles,-0.00030356993277867635,b1c24,1.2303392092386737e-06,b1c5,1.5274683634440307e-06,b1c15,3.2660365104675336e-06,b1c11,1.0003348191579213e-05,b1c17,1.0032554467519141e-05,b1c28,1.7200112342834455e-05,b1c3,1.7262796560923272e-05,b1c40,2.141406138737997e-05,b1c38,2.1972457567850728e-05,b1c34,2.26154923439026e-05
b3c9,mean_grad_last_600_cycles,-0.00030367493629455565,b1c24,1.1599063873291037e-06,b1c5,1.4651815096537431e-06,b1c15,3.2098094622294527e-06,b1c17,9.927054246266674e-06,b1c11,1.0044177373250325e-05,b1c3,1.7284154891967747e-05,b1c28,1.732925573984782e-05,b1c38,2.1891295909881624e-05,b1c34,2.2529959678649944e-05,b1c40,2.2846559683481883e-05
b3c9,slope_last_700_cycles,-0.00026619510991232734,b1c24,2.746496881757504e-06,b1c15,2.9689073562621767e-06,b1c5,3.4366335187639772e-06,b1c17,8.265376091003422e-06,b1c11,9.692822183881471e-06,b1c3,9.942991392953009e-06,b1c28,1.5029055731637141e-05,b1c40,1.6999670437404125e-05,b1c36,1.7328347478594124e-05,b1c34,1.741247517721996e-05
b3c9,mean_grad_last_700_cycles,-0.0002662393876484462,b1c24,2.9454912458147715e-06,b1c15,3.1214100973946547e-06,b1c5,3.3542939594813858e-06,b1c17,8.258223533630382e-06,b1c11,9.700145040239603e-06,b1c3,9.851029941013872e-06,b1c28,1.4980094773428792e-05,b1c36,1.7163412911551357e-05,b1c34,1.7346143722534206e-05,b1c40,1.8101590020315993e-05
b3c9,slope_last_800_cycles,-0.00023688845336437226,b1c5,3.7902593612670714e-06,b1c24,4.7873705625534e-06,b1c17,6.290301680564884e-06,b1c41,6.653964519500718e-06,b1c3,8.140280842781065e-06,b1c28,1.3455897569656375e-05,b1c26,2.476319670677185e-05,b1c7,3.360331058502197e-05,b1c1,5.275622010231018e-05,b1c11,nan
b3c9,mean_grad_last_800_cycles,-0.0002369886636734009,b1c5,3.750622272491439e-06,b1c24,4.766285419464093e-06,b1c17,6.2256306409835555e-06,b1c41,6.4083933830261155e-06,b1c3,8.189156651496895e-06,b1c28,1.3346299529075605e-05,b1c26,2.526305615901947e-05,b1c7,3.436177968978881e-05,b1c1,5.289025604724885e-05,b1c11,nan
b3c9,slope_last_900_cycles,-0.00021305607424841987,b1c3,4.617836740281853e-06,b1c5,5.1805708143446046e-06,b1c1,4.570073551601834e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,5.452699131435824e-06
b3c9,mean_grad_last_900_cycles,-0.0002130352126227485,b1c3,4.557503594292546e-06,b1c5,5.2179230584038425e-06,b1c1,4.566729068756104e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,5.464090241326212e-06
b3c9,slope_last_1000_cycles,-0.00019313210248947144,b1c3,1.2181401252746521e-06,b1c5,6.899356842041013e-06,b1c1,3.389585018157958e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,4.615843296051014e-06
b3c9,mean_grad_last_1000_cycles,-0.00019313770532608033,b1c3,1.3049244880676287e-06,b1c5,6.906270980834957e-06,b1c1,3.4145295619964617e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,4.5674443244934026e-06
b3c9,cycle,1040,b1c41,12,b1c9,13,b1c24,22,b1c23,25,b1c5,34,b1c40,75,b1c29,122,b1c14,159,b1c31,165,b1c7,171
b3c10,slope_last_10_cycles,-0.0004375815391540527,b1c0,1.9109249114990202e-05,b1c2,7.9643726348877e-05,b1c41,0.00015693306922912595,b1c4,0.0001657187938690185,b1c3,0.0001704394817352295,b1c28,0.0001845180988311768,b1c24,0.0001976490020751953,b1c14,0.00019866228103637695,b1c29,0.0001997053623199463,b1c1,0.00020389556884765623
b3c10,mean_grad_last_10_cycles,-0.0004717111587524414,b1c0,4.161000251770022e-05,b1c2,9.881556034088137e-05,b1c41,0.0001372694969177246,b1c4,0.00017526745796203613,b1c28,0.00017675459384918217,b1c24,0.00018892586231231687,b1c3,0.00018992722034454345,b1c29,0.00020295977592468264,b1c14,0.00021186470985412598,b1c1,0.00023284852504730226
b3c10,slope_last_50_cycles,-0.000699530839920044,b1c41,7.530570030212403e-05,b1c28,8.273720741271975e-05,b1c29,9.517073631286615e-05,b1c14,0.00011162877082824705,b1c24,0.00012521624565124505,b1c17,0.00016354918479919431,b1c40,0.00017249464988708493,b1c25,0.0001739394664764404,b1c11,0.0001779794692993164,b1c19,0.0001875650882720947
b3c10,mean_grad_last_50_cycles,-0.0007081651687622071,b1c41,7.724881172180168e-05,b1c28,8.254349231719962e-05,b1c29,9.030640125274648e-05,b1c14,0.0001102328300476074,b1c24,0.00012103617191314695,b1c17,0.00016121327877044673,b1c25,0.00016961991786956787,b1c11,0.00017655491828918448,b1c40,0.0001865267753601074,b1c19,0.00019670605659484854
b3c10,slope_last_100_cycles,-0.0007300412654876709,b1c41,4.590153694152845e-06,b1c24,7.0118904113769184e-06,b1c28,3.0417442321777326e-05,b1c29,4.0718913078308084e-05,b1c20,4.4366717338562033e-05,b1c25,4.744827747344977e-05,b1c14,4.9027800559997624e-05,b1c40,5.022466182708746e-05,b1c23,6.237030029296873e-05,b1c11,0.00010133445262908939
b3c10,mean_grad_last_100_cycles,-0.0007338503003120422,b1c41,4.518926143646271e-06,b1c24,1.0030567646026603e-05,b1c28,3.014475107192987e-05,b1c29,3.9855539798736516e-05,b1c20,4.3258070945739746e-05,b1c25,4.614293575286863e-05,b1c14,4.959791898727416e-05,b1c40,5.588322877883914e-05,b1c23,6.215006113052368e-05,b1c11,0.0001011934876441955
b3c10,slope_last_200_cycles,-0.0006406581401824951,b1c41,2.728998661041251e-06,b1c40,7.129907608032274e-06,b1c9,1.587212085723882e-05,b1c24,2.0588040351867667e-05,b1c23,2.4239718914032047e-05,b1c18,3.384739160537729e-05,b1c5,3.5595595836639495e-05,b1c29,3.5686790943145774e-05,b1c25,4.0473043918609706e-05,b1c11,4.388749599456795e-05
b3c10,mean_grad_last_200_cycles,-0.0006413722038269043,b1c41,2.6789307594299143e-06,b1c40,1.1739730834960885e-05,b1c9,1.7283856868743918e-05,b1c24,2.0277500152587934e-05,b1c23,2.5162994861602727e-05,b1c18,3.3182203769683834e-05,b1c5,3.6179125308990405e-05,b1c29,3.7303864955902074e-05,b1c25,4.0712654590606694e-05,b1c11,4.352748394012443e-05
b3c10,slope_last_300_cycles,-0.0004850157101949056,b1c20,2.771019935607897e-06,b1c18,1.0738571484883658e-05,b1c24,2.2282203038533565e-05,b1c41,2.644717693328863e-05,b1c5,2.6650230089823412e-05,b1c11,3.97710005442301e-05,b1c23,4.208266735076908e-05,b1c40,4.685004552205409e-05,b1c9,4.974444707234703e-05,b1c29,5.6278904279073055e-05
b3c10,mean_grad_last_300_cycles,-0.00048515776793162026,b1c20,2.4433930714924863e-06,b1c18,9.663502375284851e-06,b1c24,2.220531304677326e-05,b1c41,2.620478471120199e-05,b1c5,2.6963154474894213e-05,b1c11,4.0629307428995814e-05,b1c23,4.1854778925577815e-05,b1c40,4.962881406148274e-05,b1c9,5.137483278910317e-05,b1c29,5.579531192779542e-05
b3c10,slope_last_400_cycles,-0.0003882008790969849,b1c3,1.3760030269622831e-05,b1c5,2.274021506309509e-05,b1c11,2.7127265930175775e-05,b1c24,2.8491914272308315e-05,b1c15,4.761844873428343e-05,b1c40,5.5254399776458706e-05,b1c17,5.76364994049072e-05,b1c28,5.832329392433164e-05,b1c32,6.93234801292419e-05,b1c19,7.36933946609497e-05
b3c10,mean_grad_last_400_cycles,-0.0003881929814815521,b1c3,1.3264119625091544e-05,b1c5,2.309918403625488e-05,b1c11,2.795085310935974e-05,b1c24,2.848118543624878e-05,b1c15,4.7782510519027725e-05,b1c40,5.7393312454223665e-05,b1c17,5.748555064201356e-05,b1c28,5.79892098903656e-05,b1c32,6.809130311012272e-05,b1c19,7.641382515430453e-05
b3c10,slope_last_500_cycles,-0.0003251793384552002,b1c3,2.9015541076659788e-06,b1c11,1.7071247100830045e-05,b1c5,2.2837519645690896e-05,b1c24,2.5536537170410144e-05,b1c15,3.5971879959106434e-05,b1c17,4.470181465148924e-05,b1c28,4.796254634857177e-05,b1c40,5.0724506378173806e-05,b1c34,5.667257308959961e-05,b1c32,5.937504768371583e-05
b3c10,mean_grad_last_500_cycles,-0.00032526707649230957,b1c3,3.083944320678698e-06,b1c11,1.704585552215576e-05,b1c5,2.28177309036255e-05,b1c24,2.5725960731506328e-05,b1c15,3.589558601379395e-05,b1c17,4.471504688262942e-05,b1c28,4.7990918159484836e-05,b1c40,5.199074745178224e-05,b1c34,5.666208267211912e-05,b1c32,5.929636955261233e-05
b3c10,slope_last_600_cycles,-0.00028041601181030276,b1c3,5.891124407450326e-06,b1c11,1.3150572776794386e-05,b1c24,2.4384260177612272e-05,b1c5,2.468138933181763e-05,b1c15,2.6419957478841132e-05,b1c17,3.318647543589274e-05,b1c28,4.0354033311208054e-05,b1c40,4.456798235575357e-05,b1c38,4.5126378536224326e-05,b1c34,4.57694133122762e-05
b3c10,mean_grad_last_600_cycles,-0.000280434787273407,b1c3,5.955994129180919e-06,b1c11,1.3195971647898342e-05,b1c24,2.440005540847777e-05,b1c5,2.470533053080241e-05,b1c15,2.644995848337812e-05,b1c17,3.316720326741534e-05,b1c28,4.0569404760996486e-05,b1c38,4.513144493103029e-05,b1c34,4.577010869979861e-05,b1c40,4.608670870463055e-05
b3c10,slope_last_700_cycles,-0.0002472104345049177,b1c3,9.041684014456618e-06,b1c11,9.291853223528156e-06,b1c4,1.5177556446620424e-05,b1c15,1.601576805114745e-05,b1c24,2.173117228916713e-05,b1c5,2.2421308926173604e-05,b1c17,2.725005149841305e-05,b1c28,3.401373113904677e-05,b1c40,3.598434584481375e-05,b1c36,3.631302288600375e-05
b3c10,mean_grad_last_700_cycles,-0.0002472308703831264,b1c3,9.157487324305943e-06,b1c11,9.308372225080212e-06,b1c15,1.588710716792516e-05,b1c24,2.1954008511134587e-05,b1c5,2.23628112248012e-05,b1c17,2.7266740798950197e-05,b1c28,3.398861203874861e-05,b1c36,3.617193017687117e-05,b1c34,3.635466098785402e-05,b1c40,3.711010728563581e-05
b3c10,slope_last_800_cycles,-0.0002214615046977997,b1c3,7.286667823791504e-06,b1c4,9.230971336364767e-06,b1c5,1.921720802783964e-05,b1c24,2.021431922912597e-05,b1c17,2.1717250347137452e-05,b1c28,2.8882846236228944e-05,b1c1,3.732927143573761e-05,b1c26,4.019014537334442e-05,b1c7,4.903025925159454e-05,b1c11,nan
b3c10,mean_grad_last_800_cycles,-0.00022154577076435088,b1c3,7.253736257553114e-06,b1c5,1.9193515181541447e-05,b1c24,2.02091783285141e-05,b1c17,2.1668523550033564e-05,b1c28,2.8789192438125614e-05,b1c1,3.744736313819884e-05,b1c26,4.070594906806948e-05,b1c7,4.980467259883882e-05,b1c11,nan,b1c15,nan
b3c10,slope_last_900_cycles,-0.00020084804958767362,b1c3,7.5901879204644e-06,b1c5,1.7388595475090857e-05,b1c1,3.349271085527209e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,1.7660723792182077e-05
b3c10,mean_grad_last_900_cycles,-0.00020082573095957438,b1c3,7.651978068881567e-06,b1c5,1.7427404721577955e-05,b1c1,3.345780902438693e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan,b1c24,1.7673571904500325e-05
b3c10,slope_last_1000_cycles,-0.0001835176944732666,b1c4,5.07056713104249e-06,b1c3,1.083254814147948e-05,b1c5,1.651376485824584e-05,b1c1,2.4281442165374756e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c10,mean_grad_last_1000_cycles,-0.00018351757526397706,b1c4,5.142450332641619e-06,b1c3,1.0925054550170893e-05,b1c5,1.6526401042938222e-05,b1c1,2.4525165557861352e-05,b1c7,nan,b1c11,nan,b1c15,nan,b1c17,nan,b1c19,nan,b1c21,nan
b3c10,cycle,1079,b1c5,5,b1c9,26,b1c41,27,b1c24,61,b1c23,64,b1c40,114,b1c29,161,b1c14,198,b1c31,204,b1c7,210
b3c11,slope_last_10_cycles,-0.00077972412109375,b1c30,1.773238182067871e-05,b1c18,2.0962953567504818e-05,b1c15,3.19302082061768e-05,b1c23,3.4081935882568424e-05,b1c25,4.194974899291999e-05,b1c5,6.157159805297852e-05,b1c36,6.444454193115239e-05,b1c11,6.5082311630249e-05,b1c43,7.104873657226562e-05,b1c42,7.678866386413581e-05
b3c11,mean_grad_last_10_cycles,-0.0008366286754608154,b1c18,1.1658668518066428e-05,b1c23,3.459155559539786e-05,b1c30,3.970563411712644e-05,b1c25,5.096793174743644e-05,b1c15,5.33252954483032e-05,b1c43,6.693005561828622e-05,b1c27,7.794201374053964e-05,b1c35,7.933676242828376e-05,b1c11,7.959604263305662e-05,b1c42,7.967948913574214e-05
b3c11,slope_last_50_cycles,-0.0010440886020660401,b1c16,4.544258117675877e-06,b1c35,1.0578632354736302e-05,b1c18,1.1496543884277404e-05,b1c31,1.4380216598510864e-05,b1c43,1.5311241149902188e-05,b1c27,1.6962289810180768e-05,b1c44,2.2461414337158212e-05,b1c15,4.12905216217042e-05,b1c33,4.1692256927490425e-05,b1c5,5.416989326477049e-05
b3c11,mean_grad_last_50_cycles,-0.0010535377264022827,b1c31,1.0663270950317036e-06,b1c18,4.651546478271536e-06,b1c16,7.69317150115965e-06,b1c35,1.0620355606079119e-05,b1c44,1.2226104736328064e-05,b1c43,1.6325116157531704e-05,b1c27,2.051711082458503e-05,b1c33,3.6193132400512765e-05,b1c15,3.954291343688976e-05,b1c36,5.373060703277592e-05
b3c11,slope_last_100_cycles,-0.0009436666965484619,b1c31,3.787875175476031e-06,b1c27,4.4447183609008616e-06,b1c32,8.766055107116682e-06,b1c5,1.527130603790289e-05,b1c7,1.731872558593747e-05,b1c42,2.5680065155029306e-05,b1c26,3.2852292060852055e-05,b1c36,4.787564277648922e-05,b1c16,5.1557421684265124e-05,b1c33,5.4306983947753954e-05
b3c11,mean_grad_last_100_cycles,-0.0009471407532691956,b1c27,4.798173904418945e-06,b1c31,9.570717811584455e-06,b1c32,1.0188221931457537e-05,b1c7,1.0919272899627668e-05,b1c5,1.3700425624847386e-05,b1c42,2.352476119995119e-05,b1c26,3.0642449855804404e-05,b1c36,4.3830871582031176e-05,b1c18,5.577176809310922e-05,b1c33,5.809724330902105e-05
b3c11,slope_last_200_cycles,-0.0006750273704528809,b1c18,5.218386650084972e-07,b1c5,1.2263655662537055e-06,b1c29,1.3175606727599837e-06,b1c25,6.103813648223916e-06,b1c11,9.51826572418216e-06,b1c23,1.0129511356353742e-05,b1c9,1.849710941314697e-05,b1c28,2.7186572551727282e-05,b1c40,2.7239322662353516e-05,b1c14,2.9763281345367393e-05
b3c11,mean_grad_last_200_cycles,-0.0006755712628364563,b1c18,1.0168552398681337e-06,b1c5,1.9800662994384375e-06,b1c29,3.1048059463501063e-06,b1c25,6.5135955810547265e-06,b1c23,9.03606414794924e-06,b1c11,9.328424930572462e-06,b1c9,1.691520214080805e-05,b1c40,2.2459328174591082e-05,b1c28,2.826809883117677e-05,b1c14,3.0077397823333727e-05
b3c11,slope_last_300_cycles,-0.0005165525277455648,b1c5,4.886587460835789e-06,b1c41,5.089640617370571e-06,b1c11,8.234182993570901e-06,b1c24,9.254614512125637e-06,b1c23,1.054584980010988e-05,b1c40,1.531322797139489e-05,b1c9,1.8207629521687827e-05,b1c18,2.0798246065775543e-05,b1c29,2.4742086728413853e-05,b1c14,3.0325055122375514e-05
b3c11,mean_grad_last_300_cycles,-0.0005166699488957723,b1c5,4.549026489257795e-06,b1c41,5.307396252950017e-06,b1c11,9.117126464843806e-06,b1c24,9.30686791737875e-06,b1c23,1.0342597961425807e-05,b1c40,1.8116633097330732e-05,b1c9,1.986265182495116e-05,b1c18,2.1848678588867157e-05,b1c29,2.428313096364341e-05,b1c14,3.070235252380373e-05
b3c11,slope_last_400_cycles,-0.0004177364706993103,b1c24,1.0436773300171029e-06,b1c41,1.5135109424591021e-06,b1c11,2.408325672149643e-06,b1c5,6.795376539230329e-06,b1c20,1.1774152517318747e-05,b1c23,1.4248639345169054e-05,b1c15,1.8082857131958014e-05,b1c18,1.9202679395675633e-05,b1c29,2.0343214273452746e-05,b1c9,2.050071954727171e-05
b3c11,mean_grad_last_400_cycles,-0.00041795328259468077,b1c24,1.279115676879885e-06,b1c41,1.4054775238037066e-06,b1c11,1.8094480037689252e-06,b1c5,6.661117076873786e-06,b1c20,1.1850744485855116e-05,b1c23,1.3774484395980826e-05,b1c15,1.802220940589906e-05,b1c18,1.9834190607070912e-05,b1c14,2.1429359912872347e-05,b1c29,2.1538138389587424e-05
b3c11,slope_last_500_cycles,-0.00035064291954040527,b1c24,7.295608520508767e-08,b1c5,2.6260614395141597e-06,b1c11,8.39233398437501e-06,b1c15,1.0508298873901378e-05,b1c17,1.9238233566284187e-05,b1c28,2.2498965263366714e-05,b1c3,2.2562026977539077e-05,b1c40,2.526092529296875e-05,b1c34,3.120899200439455e-05,b1c32,3.391146659851077e-05
b3c11,mean_grad_last_500_cycles,-0.0003507415056228638,b1c24,2.515316009521094e-07,b1c5,2.656698226928718e-06,b1c11,8.428573608398459e-06,b1c15,1.042115688323973e-05,b1c17,1.92406177520752e-05,b1c3,2.239048480987552e-05,b1c28,2.2516489028930617e-05,b1c40,2.651631832122802e-05,b1c34,3.11876535415649e-05,b1c32,3.382194042205811e-05
